week,position,performer,song,instance,previous_position,peak_position,weeks_on_chart
2018-04-21,96,Alice Merton,No Roots,1,84,84,3
2018-04-21,97,SZA,Broken Clocks,2,82,82,3
2018-04-21,98,Darius Rucker,For The First Time,1,90,90,3
2018-04-21,99,2 Chainz Featuring YG & Offset,Proud,1,96,96,2
2018-04-21,100,Halsey Featuring Big Sean & Stefflon Don,Alone,1,-,100,1
2018-04-28,1,Drake,Nice For What,1,1,1,2
2018-04-28,2,Drake,God's Plan,1,2,1,13
2018-04-28,3,Bebe Rexha & Florida Georgia Line,Meant To Be,1,3,2,25
2018-04-28,4,Post Malone Featuring Ty Dolla $ign,Psycho,1,4,2,8
2018-04-28,5,"Zedd, Maren Morris & Grey",The Middle,1,6,5,12
2018-04-28,6,BlocBoy JB Featuring Drake,Look Alive,1,5,5,10
2018-04-28,7,Ed Sheeran,Perfect,2,7,1,33
2018-04-28,8,Lil Dicky Featuring Chris Brown,Freaky Friday,1,9,8,5
2018-04-28,9,"Cardi B, Bad Bunny & J Balvin",I Like It,1,8,8,2
2018-04-28,10,Nicki Minaj,Chun-Li,1,92,10,2
2018-04-28,11,Migos Featuring Drake,Walk It Talk It,1,12,10,12
2018-04-28,12,Bruno Mars & Cardi B,Finesse,1,10,3,16
2018-04-28,13,Camila Cabello,Never Be The Same,2,15,13,17
2018-04-28,14,Bazzi,Mine,1,14,11,13
2018-04-28,15,Cardi B,Be Careful,1,11,11,3
2018-04-28,16,Rich The Kid,Plug Walk,1,13,13,10
2018-04-28,17,The Weeknd,Call Out My Name,1,20,4,3
2018-04-28,18,The Weeknd & Kendrick Lamar,Pray For Me,1,17,7,11
2018-04-28,19,Camila Cabello Featuring Young Thug,Havana,2,16,1,35
2018-04-28,20,Imagine Dragons,Whatever It Takes,2,22,20,12
2018-04-28,21,Marshmello & Anne-Marie,Friends,1,34,21,10
2018-04-28,22,XXXTENTACION,Sad!,1,18,7,7
2018-04-28,23,Migos,Stir Fry,1,19,8,17
2018-04-28,24,Lil Pump,Esskeetit,1,-,24,1
2018-04-28,25,Nicki Minaj,Barbie Tingz,1,83,25,2
2018-04-28,26,Kane Brown,Heaven,2,30,26,17
2018-04-28,27,Post Malone Featuring 21 Savage,Rockstar,1,24,1,30
2018-04-28,28,Famous Dex,Japan,1,29,28,4
2018-04-28,29,Jason Aldean,You Make It Easy,1,41,28,12
2018-04-28,30,Dua Lipa,New Rules,1,27,6,37
2018-04-28,31,Kendrick Lamar & SZA,All The Stars,1,25,7,15
2018-04-28,32,Offset & Metro Boomin,Ric Flair Drip,1,26,13,24
2018-04-28,33,Cardi B Featuring Migos,Drip,1,21,21,2
2018-04-28,34,Imagine Dragons,Thunder,1,33,4,50
2018-04-28,35,Rae Sremmurd & Juicy J,Powerglide,1,36,34,7
2018-04-28,36,Maroon 5,Wait,2,35,26,14
2018-04-28,37,NF,Let You Down,1,31,12,26
2018-04-28,38,Shawn Mendes,In My Blood,1,37,22,5
2018-04-28,39,Portugal. The Man,Feel It Still,1,40,4,43
2018-04-28,40,Cardi B Featuring 21 Savage,Bartier Cardi,1,32,14,17
2018-04-28,41,Justin Timberlake Featuring Chris Stapleton,Say Something,1,42,9,12
2018-04-28,42,Cardi B Featuring SZA,I Do,1,23,23,2
2018-04-28,43,Luke Bryan,Most People Are Good,1,60,43,12
2018-04-28,44,Cardi B Featuring Kehlani,Ring,1,28,28,2
2018-04-28,45,MAX Featuring gnash,Lights Down Low,1,45,20,27
2018-04-28,46,Post Malone,I Fall Apart,1,46,16,29
2018-04-28,47,G-Eazy & Halsey,Him & I,1,44,14,19
2018-04-28,48,Carrie Underwood,Cry Pretty,1,-,48,1
2018-04-28,49,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,1,47,21,14
2018-04-28,50,Halsey,Bad At Love,1,48,5,32
2018-04-28,51,Taylor Swift,Delicate,1,54,46,6
2018-04-28,52,Rich The Kid Featuring Kendrick Lamar,New Freezer,1,49,41,12
2018-04-28,53,Meghan Trainor,No Excuses,1,53,46,7
2018-04-28,54,Khalid & Normani,Love Lies,1,56,43,9
2018-04-28,55,Nicky Jam x J Balvin,X,1,61,47,7
2018-04-28,56,Thomas Rhett,Marry Me,1,55,30,19
2018-04-28,57,Dan + Shay,Tequila,2,77,57,6
2018-04-28,58,YoungBoy Never Broke Again,Outside Today,1,52,31,14
2018-04-28,59,Jordan Davis,Singles You Up,1,51,50,11
2018-04-28,60,Dua Lipa,IDGAF,1,64,54,14
2018-04-28,61,YoungBoy Never Broke Again,Diamond Teeth Samurai,1,59,59,2
2018-04-28,62,Ella Mai,Boo'd Up,1,72,62,3
2018-04-28,63,Logic & Marshmello,Everyday,1,76,29,7
2018-04-28,64,Calvin Harris & Dua Lipa,One Kiss,1,62,62,2
2018-04-28,65,Brett Eldredge,The Long Way,1,71,65,11
2018-04-28,66,Blake Shelton,I Lived It,1,95,66,7
2018-04-28,67,Cardi B Featuring Chance The Rapper,Best Life,1,39,39,2
2018-04-28,68,Cardi B,Bickenhead,1,43,43,2
2018-04-28,69,XXXTENTACION,Changes,1,66,37,7
2018-04-28,70,Luke Combs,One Number Away,1,75,67,5
2018-04-28,71,Ozuna & Romeo Santos,El Farsante,1,73,49,12
2018-04-28,72,Daddy Yankee,Dura,1,70,50,11
2018-04-28,73,Zayn,Let Me,1,-,73,1
2018-04-28,74,Bad Wolves,Zombie,1,67,54,6
2018-04-28,75,Cardi B,Thru Your Phone,1,50,50,2
2018-04-28,76,The Weeknd,Wasted Times,1,63,27,3
2018-04-28,77,Cardi B,Get Up 10,1,38,38,2
2018-04-28,78,Kenny Chesney,Get Along,1,85,78,2
2018-04-28,79,Lauv,I Like Me Better,1,80,73,10
2018-04-28,80,Foster The People,Sit Next To Me,1,79,72,5
2018-04-28,81,Dierks Bentley,"Woman, Amen",2,-,81,2
2018-04-28,82,Darius Rucker,For The First Time,1,98,82,4
2018-04-28,83,Keala Settle & The Greatest Showman Ensemble,This Is Me,3,-,83,13
2018-04-28,84,Swae Lee Featuring Slim Jxmmi,Guatemala,1,-,84,1
2018-04-28,85,XXXTENTACION,Moonlight,1,78,35,5
2018-04-28,86,Morgan Wallen Featuring Florida Georgia Line,Up Down,1,88,83,4
2018-04-28,87,Cardi B,Money Bag,1,58,58,2
2018-04-28,88,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,2,81,74,6
2018-04-28,89,Young Thug Featuring Nicki Minaj,Anybody,1,-,89,1
2018-04-28,90,Cardi B & YG,She Bad,1,57,57,2
2018-04-28,91,6ix9ine,Billy,1,68,50,8
2018-04-28,92,Tank,When We,3,91,78,15
2018-04-28,93,Lil Skies Featuring Landon Cube,Red Roses,1,94,69,15
2018-04-28,94,"DJ Khaled Featuring JAY Z, Future & B",Top Off,1,90,22,7
2018-04-28,95,High Valley,She's With Me,1,87,79,8
2018-04-28,96,Daniel Caesar Featuring Kali Uchis,Get You,3,-,96,6
2018-04-28,97,SZA,Broken Clocks,2,97,82,4
2018-04-28,98,Scotty McCreery,Five More Minutes,1,89,44,19
2018-04-28,99,6ix9ine,Gotti,1,-,99,1
2018-04-28,100,Derez De'Shon,Hardaway,1,84,61,11
2018-05-05,1,Drake,Nice For What,1,1,1,3
2018-05-05,2,Drake,God's Plan,1,2,1,14
2018-05-05,3,Ariana Grande,No Tears Left To Cry,1,-,3,1
2018-05-05,4,Bebe Rexha & Florida Georgia Line,Meant To Be,1,3,2,26
2018-05-05,5,Post Malone Featuring Ty Dolla $ign,Psycho,1,4,2,9
2018-05-05,6,J. Cole,ATM,1,-,6,1
2018-05-05,7,"Zedd, Maren Morris & Grey",The Middle,1,5,5,13
2018-05-05,8,J. Cole,Kevin's Heart,1,-,8,1
2018-05-05,9,BlocBoy JB Featuring Drake,Look Alive,1,6,5,11
2018-05-05,10,J. Cole,KOD,1,-,10,1
2018-05-05,11,Ed Sheeran,Perfect,2,7,1,34
2018-05-05,12,Lil Dicky Featuring Chris Brown,Freaky Friday,1,8,8,6
2018-05-05,13,Camila Cabello,Never Be The Same,2,13,13,18
2018-05-05,14,J. Cole,Photograph,1,-,14,1
2018-05-05,15,J. Cole,Motiv8,1,-,15,1
2018-05-05,16,"Cardi B, Bad Bunny & J Balvin",I Like It,1,9,8,3
2018-05-05,17,Bazzi,Mine,1,14,11,14
2018-05-05,18,Migos Featuring Drake,Walk It Talk It,1,11,10,13
2018-05-05,19,The Weeknd,Call Out My Name,1,17,4,4
2018-05-05,20,J. Cole,1985 (Intro To The Fall Off),1,-,20,1
2018-05-05,21,Rich The Kid,Plug Walk,1,16,13,11
2018-05-05,22,Camila Cabello Featuring Young Thug,Havana,2,19,1,36
2018-05-05,23,Cardi B,Be Careful,1,15,11,4
2018-05-05,24,Marshmello & Anne-Marie,Friends,1,21,21,11
2018-05-05,25,Bruno Mars & Cardi B,Finesse,1,12,3,17
2018-05-05,26,Imagine Dragons,Whatever It Takes,2,20,20,13
2018-05-05,27,The Weeknd & Kendrick Lamar,Pray For Me,1,18,7,12
2018-05-05,28,J. Cole Featuring kiLL edward,The Cut Off,1,-,28,1
2018-05-05,29,Kane Brown,Heaven,2,26,26,18
2018-05-05,30,J. Cole,Brackets,1,-,30,1
2018-05-05,31,XXXTENTACION,Sad!,1,22,7,8
2018-05-05,32,Post Malone Featuring 21 Savage,Rockstar,1,27,1,31
2018-05-05,33,Dua Lipa,New Rules,1,30,6,38
2018-05-05,34,Avicii,Wake Me Up!,2,-,34,54
2018-05-05,35,Famous Dex,Japan,1,28,28,5
2018-05-05,36,Shawn Mendes,In My Blood,1,38,22,6
2018-05-05,37,Lil Pump,Esskeetit,1,24,24,2
2018-05-05,38,Jason Aldean,You Make It Easy,1,29,28,13
2018-05-05,39,Migos,Stir Fry,1,23,8,18
2018-05-05,40,Rae Sremmurd & Juicy J,Powerglide,1,35,34,8
2018-05-05,41,J. Cole,Window Pain (Outro),1,-,41,1
2018-05-05,42,Maroon 5,Wait,2,36,26,15
2018-05-05,43,Offset & Metro Boomin,Ric Flair Drip,1,32,13,25
2018-05-05,44,Kendrick Lamar & SZA,All The Stars,1,31,7,16
2018-05-05,45,Imagine Dragons,Thunder,1,34,4,51
2018-05-05,46,J. Cole Featuring kiLL edward,Friends,1,-,46,1
2018-05-05,47,J. Cole,Once An Addict (Interlude),1,-,47,1
2018-05-05,48,Nicki Minaj,Chun-Li,1,10,10,3
2018-05-05,49,NF,Let You Down,1,37,12,27
2018-05-05,50,Portugal. The Man,Feel It Still,1,39,4,44
2018-05-05,51,Cardi B Featuring Migos,Drip,1,33,21,3
2018-05-05,52,Taylor Swift,Delicate,1,51,46,7
2018-05-05,53,J. Cole,Intro,1,-,53,1
2018-05-05,54,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,1,49,21,15
2018-05-05,55,Ella Mai,Boo'd Up,1,62,55,4
2018-05-05,56,Nicky Jam x J Balvin,X,1,55,47,8
2018-05-05,57,"Khalid, Ty Dolla $ign & 6LACK",OTW,1,-,57,1
2018-05-05,58,Meghan Trainor,No Excuses,1,53,46,8
2018-05-05,59,Khalid & Normani,Love Lies,1,54,43,10
2018-05-05,60,Cardi B Featuring 21 Savage,Bartier Cardi,1,40,14,18
2018-05-05,61,Rich The Kid Featuring Kendrick Lamar,New Freezer,1,52,41,13
2018-05-05,62,Luke Bryan,Most People Are Good,1,43,43,13
2018-05-05,63,Dan + Shay,Tequila,2,57,57,7
2018-05-05,64,Calvin Harris & Dua Lipa,One Kiss,1,64,62,3
2018-05-05,65,Justin Timberlake Featuring Chris Stapleton,Say Something,1,41,9,13
2018-05-05,66,Logic & Marshmello,Everyday,1,63,29,8
2018-05-05,67,Jordan Davis,Singles You Up,1,59,50,12
2018-05-05,68,Luke Combs,One Number Away,1,70,67,6
2018-05-05,69,YoungBoy Never Broke Again,Outside Today,1,58,31,15
2018-05-05,70,Cardi B Featuring SZA,I Do,1,42,23,3
2018-05-05,71,Cardi B Featuring Kehlani,Ring,1,44,28,3
2018-05-05,72,Sugarland Featuring Taylor Swift,Babe,1,-,72,1
2018-05-05,73,Dua Lipa,IDGAF,1,60,54,15
2018-05-05,74,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,1,-,74,1
2018-05-05,75,Daddy Yankee,Dura,1,72,50,12
2018-05-05,76,Bad Wolves,Zombie,1,74,54,7
2018-05-05,77,Lauv,I Like Me Better,1,79,73,11
2018-05-05,78,Nicki Minaj,Barbie Tingz,1,25,25,3
2018-05-05,79,Foster The People,Sit Next To Me,1,80,72,6
2018-05-05,80,Blake Shelton,I Lived It,1,66,66,8
2018-05-05,81,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,Dame Tu Cosita,1,-,81,1
2018-05-05,82,Kenny Chesney,Get Along,1,78,78,3
2018-05-05,83,XXXTENTACION,Changes,1,69,37,8
2018-05-05,84,Morgan Wallen Featuring Florida Georgia Line,Up Down,1,86,83,5
2018-05-05,85,Brett Eldredge,The Long Way,1,65,65,12
2018-05-05,86,Darius Rucker,For The First Time,1,82,82,5
2018-05-05,87,Ozuna & Romeo Santos,El Farsante,1,71,49,13
2018-05-05,88,Dierks Bentley,"Woman, Amen",2,81,81,3
2018-05-05,89,YoungBoy Never Broke Again,Diamond Teeth Samurai,1,61,59,3
2018-05-05,90,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,2,88,74,7
2018-05-05,91,Keala Settle & The Greatest Showman Ensemble,This Is Me,3,83,83,14
2018-05-05,92,Halsey Featuring Big Sean & Stefflon Don,Alone,2,-,92,2
2018-05-05,93,Lil Skies Featuring Landon Cube,Red Roses,1,93,69,16
2018-05-05,94,XXXTENTACION,Moonlight,1,85,35,6
2018-05-05,95,David Lee Murphy & Kenny Chesney,Everything's Gonna Be Alright,1,-,95,1
2018-05-05,96,Carrie Underwood,Cry Pretty,1,48,48,2
2018-05-05,97,Tank,When We,3,92,78,16
2018-05-05,98,Rae Sremmurd & Travis Scott,Close,1,-,98,1
2018-05-05,99,Cardi B,Thru Your Phone,1,75,50,3
2018-05-05,100,Cardi B Featuring Chance The Rapper,Best Life,1,67,39,3
2018-05-12,1,Drake,Nice For What,1,1,1,4
2018-05-12,2,Post Malone Featuring Ty Dolla $ign,Psycho,1,5,2,10
2018-05-12,3,Drake,God's Plan,1,2,1,15
2018-05-12,4,Bebe Rexha & Florida Georgia Line,Meant To Be,1,4,2,27
2018-05-12,5,"Zedd, Maren Morris & Grey",The Middle,1,7,5,14
2018-05-12,6,Camila Cabello,Never Be The Same,2,13,6,19
2018-05-12,7,Post Malone,Better Now,1,-,7,1
2018-05-12,8,Post Malone Featuring 21 Savage,Rockstar,1,32,1,32
2018-05-12,9,BlocBoy JB Featuring Drake,Look Alive,1,9,5,12
2018-05-12,10,Ariana Grande,No Tears Left To Cry,1,3,3,2
2018-05-12,11,Post Malone,Paranoid,1,-,11,1
2018-05-12,12,Ed Sheeran,Perfect,2,11,1,35
2018-05-12,13,Lil Dicky Featuring Chris Brown,Freaky Friday,1,12,8,7
2018-05-12,14,Post Malone,Rich & Sad,1,-,14,1
2018-05-12,15,Post Malone Featuring Swae Lee,Spoil My Night,1,-,15,1
2018-05-12,16,Post Malone Featuring Nicki Minaj,Ball For Me,1,-,16,1
2018-05-12,17,Post Malone,Stay,1,-,17,1
2018-05-12,18,Migos Featuring Drake,Walk It Talk It,1,18,10,14
2018-05-12,19,Bazzi,Mine,1,17,11,15
2018-05-12,20,Post Malone Featuring G-Eazy & YG,Same Bitches,1,-,20,1
2018-05-12,21,Imagine Dragons,Whatever It Takes,2,26,20,14
2018-05-12,22,"Cardi B, Bad Bunny & J Balvin",I Like It,1,16,8,4
2018-05-12,23,Post Malone,Zack And Codeine,1,-,23,1
2018-05-12,24,Post Malone,Over Now,1,-,24,1
2018-05-12,25,Marshmello & Anne-Marie,Friends,1,24,21,12
2018-05-12,26,Cardi B,Be Careful,1,23,11,5
2018-05-12,27,Camila Cabello Featuring Young Thug,Havana,2,22,1,37
2018-05-12,28,Kane Brown,Heaven,2,29,26,19
2018-05-12,29,Post Malone,Takin' Shots,1,-,29,1
2018-05-12,30,The Weeknd & Kendrick Lamar,Pray For Me,1,27,7,13
2018-05-12,31,Rich The Kid,Plug Walk,1,21,13,12
2018-05-12,32,The Weeknd,Call Out My Name,1,19,4,5
2018-05-12,33,Bruno Mars & Cardi B,Finesse,1,25,3,18
2018-05-12,34,Post Malone,Candy Paint,2,-,34,20
2018-05-12,35,Dua Lipa,New Rules,1,33,6,39
2018-05-12,36,Shawn Mendes,In My Blood,1,36,22,7
2018-05-12,37,Ella Mai,Boo'd Up,1,55,37,5
2018-05-12,38,Maroon 5,Wait,2,42,26,16
2018-05-12,39,Rae Sremmurd & Juicy J,Powerglide,1,40,34,9
2018-05-12,40,Post Malone,92 Explorer,1,-,40,1
2018-05-12,41,Jason Aldean,You Make It Easy,1,38,28,14
2018-05-12,42,J. Cole,ATM,1,6,6,2
2018-05-12,43,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,Dame Tu Cosita,1,81,43,2
2018-05-12,44,J. Cole,KOD,1,10,10,2
2018-05-12,45,Offset & Metro Boomin,Ric Flair Drip,1,43,13,26
2018-05-12,46,Post Malone,Otherside,1,-,46,1
2018-05-12,47,Post Malone,Blame It On Me,1,-,47,1
2018-05-12,48,J. Cole,Kevin's Heart,1,8,8,2
2018-05-12,49,Kendrick Lamar & SZA,All The Stars,1,44,7,17
2018-05-12,50,Nicki Minaj,Chun-Li,1,48,10,4
2018-05-12,51,Lil Pump,Esskeetit,1,37,24,3
2018-05-12,52,Nicky Jam x J Balvin,X,1,56,47,9
2018-05-12,53,Migos,Stir Fry,1,39,8,19
2018-05-12,54,Daddy Yankee,Dura,1,75,50,13
2018-05-12,55,Famous Dex,Japan,1,35,28,6
2018-05-12,56,Taylor Swift,Delicate,1,52,46,8
2018-05-12,57,Post Malone,Sugar Wraith,1,-,57,1
2018-05-12,58,Cardi B Featuring Migos,Drip,1,51,21,4
2018-05-12,59,Meghan Trainor,No Excuses,1,58,46,9
2018-05-12,60,XXXTENTACION,Sad!,1,31,7,9
2018-05-12,61,Calvin Harris & Dua Lipa,One Kiss,1,64,61,4
2018-05-12,62,Mason Ramsey,Famous,1,-,62,1
2018-05-12,63,Khalid & Normani,Love Lies,1,59,43,11
2018-05-12,64,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,1,74,64,2
2018-05-12,65,Luke Combs,One Number Away,1,68,65,7
2018-05-12,66,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,1,54,21,16
2018-05-12,67,Dan + Shay,Tequila,2,63,57,8
2018-05-12,68,Rich The Kid Featuring Kendrick Lamar,New Freezer,1,61,41,14
2018-05-12,69,Dua Lipa,IDGAF,1,73,54,16
2018-05-12,70,Logic & Marshmello,Everyday,1,66,29,9
2018-05-12,71,J. Cole,Motiv8,1,15,15,2
2018-05-12,72,YoungBoy Never Broke Again,Outside Today,1,69,31,16
2018-05-12,73,Post Malone,Jonestown (Interlude),1,-,73,1
2018-05-12,74,Luke Bryan,Most People Are Good,1,62,43,14
2018-05-12,75,Cardi B Featuring 21 Savage,Bartier Cardi,1,60,14,19
2018-05-12,76,Jordan Davis,Singles You Up,1,67,50,13
2018-05-12,77,YoungBoy Never Broke Again,Overdose,1,-,77,1
2018-05-12,78,Justin Timberlake Featuring Chris Stapleton,Say Something,1,65,9,14
2018-05-12,79,J. Cole,1985 (Intro To The Fall Off),1,20,20,2
2018-05-12,80,J. Cole,Photograph,1,14,14,2
2018-05-12,81,Lauv,I Like Me Better,1,77,73,12
2018-05-12,82,"Khalid, Ty Dolla $ign & 6LACK",OTW,1,57,57,2
2018-05-12,83,Morgan Wallen Featuring Florida Georgia Line,Up Down,1,84,83,6
2018-05-12,84,Kenny Chesney,Get Along,1,82,78,4
2018-05-12,85,Kanye West Featuring T.I.,Ye vs The People,1,-,85,1
2018-05-12,86,Cardi B Featuring Kehlani,Ring,1,71,28,4
2018-05-12,87,Foster The People,Sit Next To Me,1,79,72,7
2018-05-12,88,Bad Wolves,Zombie,1,76,54,8
2018-05-12,89,Cardi B Featuring SZA,I Do,1,70,23,4
2018-05-12,90,Darius Rucker,For The First Time,1,86,82,6
2018-05-12,91,Blake Shelton,I Lived It,1,80,66,9
2018-05-12,92,Dierks Bentley,"Woman, Amen",2,88,81,4
2018-05-12,93,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,2,90,74,8
2018-05-12,94,Ozuna & Romeo Santos,El Farsante,1,87,49,14
2018-05-12,95,YoungBoy Never Broke Again,Diamond Teeth Samurai,1,89,59,4
2018-05-12,96,XXXTENTACION,Changes,1,83,37,9
2018-05-12,97,David Lee Murphy & Kenny Chesney,Everything's Gonna Be Alright,1,95,95,2
2018-05-12,98,Tank,When We,3,97,78,17
2018-05-12,99,Halsey Featuring Big Sean & Stefflon Don,Alone,2,92,92,3
2018-05-12,100,Lil Skies Featuring Landon Cube,Red Roses,1,93,69,17
2018-05-19,1,Childish Gambino,This Is America,1,-,1,1
2018-05-19,2,Drake,Nice For What,1,1,1,5
2018-05-19,3,Drake,God's Plan,1,3,1,16
2018-05-19,4,Post Malone Featuring Ty Dolla $ign,Psycho,1,2,2,11
2018-05-19,5,Bebe Rexha & Florida Georgia Line,Meant To Be,1,4,2,28
2018-05-19,6,"Zedd, Maren Morris & Grey",The Middle,1,5,5,15
2018-05-19,7,BlocBoy JB Featuring Drake,Look Alive,1,9,5,13
2018-05-19,8,Camila Cabello,Never Be The Same,2,6,6,20
2018-05-19,9,Ed Sheeran,Perfect,2,12,1,36
2018-05-19,10,Ariana Grande,No Tears Left To Cry,1,10,3,3
2018-05-19,11,Lil Dicky Featuring Chris Brown,Freaky Friday,1,13,8,8
2018-05-19,12,Imagine Dragons,Whatever It Takes,2,21,12,15
2018-05-19,13,Post Malone Featuring 21 Savage,Rockstar,1,8,1,33
2018-05-19,14,Migos Featuring Drake,Walk It Talk It,1,18,10,15
2018-05-19,15,Bazzi,Mine,1,19,11,16
2018-05-19,16,Travis Scott Featuring Lil Uzi Vert & Kanye West,Watch,1,-,16,1
2018-05-19,17,Ella Mai,Boo'd Up,1,37,17,6
2018-05-19,18,"Cardi B, Bad Bunny & J Balvin",I Like It,1,22,8,5
2018-05-19,19,Nicki Minaj,Chun-Li,1,50,10,5
2018-05-19,20,Kane Brown,Heaven,2,28,20,20
2018-05-19,21,Marshmello & Anne-Marie,Friends,1,25,21,13
2018-05-19,22,The Weeknd & Kendrick Lamar,Pray For Me,1,30,7,14
2018-05-19,23,Post Malone,Better Now,1,7,7,2
2018-05-19,24,Camila Cabello Featuring Young Thug,Havana,2,27,1,38
2018-05-19,25,Cardi B,Be Careful,1,26,11,6
2018-05-19,26,Rich The Kid,Plug Walk,1,31,13,13
2018-05-19,27,Shawn Mendes,In My Blood,1,36,22,8
2018-05-19,28,Rae Sremmurd & Juicy J,Powerglide,1,39,28,10
2018-05-19,29,The Weeknd,Call Out My Name,1,32,4,6
2018-05-19,30,Maroon 5,Wait,2,38,26,17
2018-05-19,31,Bruno Mars & Cardi B,Finesse,1,33,3,19
2018-05-19,32,Dua Lipa,New Rules,1,35,6,40
2018-05-19,33,Jason Aldean,You Make It Easy,1,41,28,15
2018-05-19,34,XXXTENTACION,Sad!,1,60,7,10
2018-05-19,35,Kendrick Lamar & SZA,All The Stars,1,49,7,18
2018-05-19,36,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,Dame Tu Cosita,1,43,36,3
2018-05-19,37,Offset & Metro Boomin,Ric Flair Drip,1,45,13,27
2018-05-19,38,Post Malone,Paranoid,1,11,11,2
2018-05-19,39,Post Malone,Rich & Sad,1,14,14,2
2018-05-19,40,Post Malone Featuring Nicki Minaj,Ball For Me,1,16,16,2
2018-05-19,41,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,1,64,41,3
2018-05-19,42,Nicky Jam x J Balvin,X,1,52,42,10
2018-05-19,43,Daddy Yankee,Dura,1,54,43,14
2018-05-19,44,Luke Combs,One Number Away,1,65,44,8
2018-05-19,45,Post Malone,Stay,1,17,17,2
2018-05-19,46,Taylor Swift,Delicate,1,56,46,9
2018-05-19,47,YoungBoy Never Broke Again,Overdose,1,77,47,2
2018-05-19,48,Famous Dex,Japan,1,55,28,7
2018-05-19,49,Calvin Harris & Dua Lipa,One Kiss,1,61,49,5
2018-05-19,50,Migos,Stir Fry,1,53,8,20
2018-05-19,51,Post Malone Featuring Swae Lee,Spoil My Night,1,15,15,2
2018-05-19,52,J. Cole,KOD,1,44,10,3
2018-05-19,53,Lil Pump,Esskeetit,1,51,24,4
2018-05-19,54,Khalid & Normani,Love Lies,1,63,43,12
2018-05-19,55,Dan + Shay,Tequila,2,67,55,9
2018-05-19,56,J. Cole,ATM,1,42,6,3
2018-05-19,57,J. Cole,Kevin's Heart,1,48,8,3
2018-05-19,58,Luke Combs,Beautiful Crazy,1,-,58,1
2018-05-19,59,Meghan Trainor,No Excuses,1,59,46,10
2018-05-19,60,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,1,66,21,17
2018-05-19,61,Dua Lipa,IDGAF,1,69,54,17
2018-05-19,62,Cardi B Featuring Migos,Drip,1,58,21,5
2018-05-19,63,Post Malone,Zack And Codeine,1,23,23,2
2018-05-19,64,Post Malone,Over Now,1,24,24,2
2018-05-19,65,Shawn Mendes Featuring Khalid,Youth,1,-,65,1
2018-05-19,66,Post Malone Featuring G-Eazy & YG,Same Bitches,1,20,20,2
2018-05-19,67,Post Malone,Takin' Shots,1,29,29,2
2018-05-19,68,Rich The Kid Featuring Kendrick Lamar,New Freezer,1,68,41,15
2018-05-19,69,Post Malone,92 Explorer,1,40,40,2
2018-05-19,70,Kenny Chesney,Get Along,1,84,70,5
2018-05-19,71,Morgan Wallen Featuring Florida Georgia Line,Up Down,1,83,71,7
2018-05-19,72,Lauv,I Like Me Better,1,81,72,13
2018-05-19,73,Luke Bryan,Most People Are Good,1,74,43,15
2018-05-19,74,Charlie Puth Featuring Kehlani,Done For Me,1,-,74,1
2018-05-19,75,Logic & Marshmello,Everyday,1,70,29,10
2018-05-19,76,Darius Rucker,For The First Time,1,90,76,7
2018-05-19,77,Jordan Davis,Singles You Up,1,76,50,14
2018-05-19,78,YoungBoy Never Broke Again,Outside Today,1,72,31,17
2018-05-19,79,Bad Wolves,Zombie,1,88,54,9
2018-05-19,80,Bhad Bhabie Featuring Lil Yachty,Gucci Flip Flops,1,-,80,1
2018-05-19,81,Cardi B Featuring 21 Savage,Bartier Cardi,1,75,14,20
2018-05-19,82,"Khalid, Ty Dolla $ign & 6LACK",OTW,1,82,57,3
2018-05-19,83,Foster The People,Sit Next To Me,1,87,72,8
2018-05-19,84,Nicki Minaj,Barbie Tingz,2,-,84,4
2018-05-19,85,Blake Shelton,I Lived It,1,91,66,10
2018-05-19,86,Dierks Bentley,"Woman, Amen",2,92,81,5
2018-05-19,87,David Lee Murphy & Kenny Chesney,Everything's Gonna Be Alright,1,97,87,3
2018-05-19,88,Justin Timberlake Featuring Chris Stapleton,Say Something,1,78,9,15
2018-05-19,89,Post Malone,Otherside,1,46,46,2
2018-05-19,90,Halsey Featuring Big Sean & Stefflon Don,Alone,2,99,90,4
2018-05-19,91,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,2,93,74,9
2018-05-19,92,Ozuna & Romeo Santos,El Farsante,1,94,49,15
2018-05-19,93,Post Malone,Blame It On Me,1,47,47,2
2018-05-19,94,YoungBoy Never Broke Again,Diamond Teeth Samurai,1,95,59,5
2018-05-19,95,Mason Ramsey,Famous,1,62,62,2
